rankid,rank,song,artist,year
"4716","16","Good Feeling","Flo Rida","2012"
"4717","17","Whistle","Flo Rida","2012"
"4718","18","One More Night","Maroon 5","2012"
"4719","19","Drive By","Train","2012"
"4720","20","The Motto","Drake featuring Lil Wayne","2012"
"4721","21","Where Have You Been","Rihanna","2012"
"4722","22","Everybody Talks","Neon Trees","2012"
"4723","23","Take Care","Drake featuring Rihanna","2012"
"4724","24","Titanium","David Guetta featuring Sia","2012"
"4725","25","I Won't Give Up","Jason Mraz","2012"
"4726","26","It Will Rain","Bruno Mars","2012"
"4727","27","Mercy","Kanye West, Big Sean, Pusha T and 2 Chainz","2012"
"4728","28","Boyfriend","Justin Bieber","2012"
"4729","29","Party Rock Anthem","LMFAO featuring Lauren Bennett and GoonRock","2012"
"4730","30","Too Close","Alex Clare","2012"
"4731","31","Part of Me","Katy Perry","2012"
"4732","32","Young, Wild & Free","Snoop Dogg and Wiz Khalifa featuring Bruno Mars","2012"
"4733","33","We Are Never Ever Getting Back Together","Taylor Swift","2012"
"4734","34","As Long as You Love Me","Justin Bieber featuring Big Sean","2012"
"4735","35","Turn Me On","David Guetta featuring Nicki Minaj","2012"
"4736","36","Moves like Jagger","Maroon 5 featuring Christina Aguilera","2012"
"4737","37","Blow Me (One Last Kiss)","Pink","2012"
"4738","38","Good Time","Owl City and Carly Rae Jepsen","2012"
"4739","39","Give Your Heart a Break","Demi Lovato","2012"
"4740","40","Niggas in Paris","Jay-Z and Kanye West","2012"
"4741","41","The One That Got Away","Katy Perry","2012"
"4742","42","Feel So Close","Calvin Harris","2012"
"4743","43","Someone like You","Adele","2012"
"4744","44","Scream","Usher","2012"
"4745","45","Rack City","Tyga","2012"
"4746","46","Domino","Jessie J","2012"
"4747","47","Gangnam Style","Psy","2012"
"4748","48","International Love","Pitbull featuring Chris Brown","2012"
"4749","49","Home","Phillip Phillips","2012"
"4750","50","Without You","David Guetta featuring Usher","2012"
"4751","51","Ass Back Home","Gym Class Heroes featuring Neon Hitch","2012"
"4752","52","Wanted","Hunter Hayes","2012"
"4753","53","Drunk on You","Luke Bryan","2012"
"4754","54","No Lie","2 Chainz featuring Drake","2012"
"4755","55","Want U Back","Cher Lloyd","2012"
"4756","56","Don't Wake Me Up","Chris Brown","2012"
"4757","57","Dance (A$$)","Big Sean featuring Nicki Minaj","2012"
"4758","58","Springsteen","Eric Church","2012"
"4759","59","Brokenhearted","Karmin","2012"
"4760","60","Not Over You","Gavin DeGraw","2012"
"4761","61","Stereo Hearts","Gym Class Heroes featuring Adam Levine","2012"
"4762","62","Back in Time","Pitbull","2012"
"4763","63","Work Out","J. Cole","2012"
"4764","64","Rumour Has It","Adele","2012"
"4765","65","Let's Go","Calvin Harris featuring Ne-Yo","2012"
"4766","66","Good Girl","Carrie Underwood","2012"
"4767","67","Pontoon","Little Big Town","2012"
"4768","68","Ho Hey","The Lumineers","2012"
"4769","69","Paradise","Coldplay","2012"
"4770","70","Blown Away","Carrie Underwood","2012"
"4771","71","Rolling in the Deep","Adele","2012"
"4772","72","Climax","Usher","2012"
"4773","73","Work Hard, Play Hard","Wiz Khalifa","2012"
"4774","74","Let Me Love You (Until You Learn to Love Yourself)","Ne-Yo","2012"
"4775","75","Pound the Alarm","Nicki Minaj","2012"
"4776","76","Come Over","Kenny Chesney","2012"
"4777","77","Heart Attack","Trey Songz","2012"
"4778","78","Drank in My Cup","Kirko Bangz","2012"
"4779","79","Birthday Cake","Rihanna featuring Chris Brown","2012"
"4780","80","So Good","B.o.B","2012"
"4781","81","50 Ways to Say Goodbye","Train","2012"
"4782","82","Red Solo Cup","Toby Keith","2012"
"4783","83","Love You like a Love Song","Selena Gomez & the Scene","2012"
"4784","84","Turn Up the Music","Chris Brown","2012"
"4785","85","Die Young","Kesha","2012"
"4786","86","5 O'Clock","T-Pain featuring Wiz Khalifa and Lily Allen","2012"
"4787","87","A Thousand Years","Christina Perri","2012"
"4788","88","Take a Little Ride","Jason Aldean","2012"
"4789","89","You da One","Rihanna","2012"
"4790","90","We Run the Night","Havana Brown featuring Pitbull","2012"
"4791","91","It's Time","Imagine Dragons","2012"
"4792","92","Cashin' Out","Cash Out","2012"
"4793","93","I Don't Want This Night to End","Luke Bryan","2012"
"4794","94","Diamonds","Rihanna","2012"
"4795","95","Hard to Love","Lee Brice","2012"
"4796","96","Somethin' 'Bout a Truck","Kip Moore","2012"
"4797","97","Adorn","Miguel","2012"
"4798","98","Fly Over States","Jason Aldean","2012"
"4799","99","Even If It Breaks Your Heart","Eli Young Band","2012"
"4800","100","Burn It Down","Linkin Park","2012"
"4801","1","Thrift Shop","Macklemore & Ryan Lewis featuring Wanz","2013"
"4802","2","Blurred Lines","Robin Thicke featuring T.I. and Pharrell Williams","2013"
"4803","3","Radioactive","Imagine Dragons","2013"
"4804","4","Harlem Shake","Baauer","2013"
"4805","5","Can't Hold Us","Macklemore & Ryan Lewis featuring Ray Dalton","2013"
"4806","6","Mirrors","Justin Timberlake","2013"
"4807","7","Just Give Me a Reason","Pink featuring Nate Ruess","2013"
"4808","8","When I Was Your Man","Bruno Mars","2013"
"4809","9","Cruise","Florida Georgia Line featuring Nelly","2013"
"4810","10","Roar","Katy Perry","2013"
"4811","11","Locked Out of Heaven","Bruno Mars","2013"
"4812","12","Ho Hey","The Lumineers","2013"
"4813","13","Stay","Rihanna featuring Mikky Ekko","2013"
"4814","14","Get Lucky","Daft Punk featuring Pharrell Williams","2013"
"4815","15","Royals","Lorde","2013"
"4816","16","I Knew You Were Trouble","Taylor Swift","2013"
"4817","17","We Can't Stop","Miley Cyrus","2013"
"4818","18","Wrecking Ball","Miley Cyrus","2013"
"4819","19","Wake Me Up","Avicii","2013"
"4820","20","Suit & Tie","Justin Timberlake featuring Jay-Z","2013"
"4821","21","Cups (Pitch Perfect's When I'm Gone)","Anna Kendrick","2013"
"4822","22","Holy Grail","Jay-Z featuring Justin Timberlake","2013"
"4823","23","Scream & Shout","will.i.am featuring Britney Spears","2013"
"4824","24","Clarity","Zedd featuring Foxes","2013"
"4825","25","Sail","Awolnation","2013"
"4933","33","Summer","Calvin Harris","2014"
"4826","26","Don't You Worry Child","Swedish House Mafia featuring John Martin","2013"
"4827","27","Diamonds","Rihanna","2013"
"4828","28","I Love It","Icona Pop featuring Charli XCX","2013"
"4829","29","Safe and Sound","Capital Cities","2013"
"4830","30","Treasure","Bruno Mars","2013"
"4831","31","The Way","Ariana Grande featuring Mac Miller","2013"
"4832","32","Started from the Bottom","Drake","2013"
"4833","33","Come & Get It","Selena Gomez","2013"
"4834","34","Hold On, We're Going Home","Drake featuring Majid Jordan","2013"
"4835","35","Daylight","Maroon 5","2013"
"4836","36","Feel This Moment","Pitbull featuring Christina Aguilera","2013"
"4837","37","Applause","Lady Gaga","2013"
"4838","38","One More Night","Maroon 5","2013"
"4839","39","Love Me","Lil Wayne featuring Drake and Future","2013"
"4840","40","My Songs Know What You Did in the Dark (Light Em Up)","Fall Out Boy","2013"
"4841","41","Fuckin' Problems","ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar","2013"
"4842","42","Beauty and a Beat","Justin Bieber featuring Nicki Minaj","2013"
"4843","43","Same Love","Macklemore & Ryan Lewis featuring Mary Lambert","2013"
"4844","44","Sweet Nothing","Calvin Harris featuring Florence Welch","2013"
"4845","45","Summertime Sadness","Lana Del Rey and Cédric Gervais","2013"
"4846","46","Home","Phillip Phillips","2013"
"4847","47","It's Time","Imagine Dragons","2013"
"4848","48","Power Trip","J. Cole featuring Miguel","2013"
"4849","49","Girl on Fire","Alicia Keys","2013"
"4850","50","Heart Attack","Demi Lovato","2013"
"4851","51","Love Somebody","Maroon 5","2013"
"4852","52","I Will Wait","Mumford & Sons","2013"
"4853","53","Try","Pink","2013"
"4854","54","Wagon Wheel","Darius Rucker","2013"
"4855","55","Gangnam Style","Psy","2013"
"4856","56","I Need Your Love","Calvin Harris featuring Ellie Goulding","2013"
"4857","57","Die Young","Kesha","2013"
"4858","58","Some Nights","Fun","2013"
"4859","59","Bad","Wale featuring Tiara Thomas","2013"
"4860","60","Boys 'Round Here","Blake Shelton featuring Pistol Annies and Friends","2013"
"4861","61","Gone, Gone, Gone","Phillip Phillips","2013"
"4862","62","Demons","Imagine Dragons","2013"
"4863","63","Counting Stars","OneRepublic","2013"
"4864","64","I Cry","Flo Rida","2013"
"4865","65","Little Talks","Of Monsters and Men","2013"
"4866","66","The Other Side","Jason Derulo","2013"
"4867","67","Berzerk","Eminem","2013"
"4868","68","Catch My Breath","Kelly Clarkson","2013"
"4869","69","Crash My Party","Luke Bryan","2013"
"4870","70","Pour It Up","Rihanna","2013"
"4871","71","22","Taylor Swift","2013"
"4872","72","I Want Crazy","Hunter Hayes","2013"
"4873","73","The Fox (What Does the Fox Say?)","Ylvis","2013"
"4874","74","Best Song Ever","One Direction","2013"
"4875","75","The A Team","Ed Sheeran","2013"
"4876","76","Carry On","Fun","2013"
"4877","77","Highway Don't Care","Tim McGraw featuring Taylor Swift and Keith Urban","2013"
"4878","78","That's My Kind of Night","Luke Bryan","2013"
"4879","79","Swimming Pools (Drank)","Kendrick Lamar","2013"
"4880","80","Sure Be Cool If You Did","Blake Shelton","2013"
"4881","81","#Beautiful","Mariah Carey featuring Miguel","2013"
"4882","82","Troublemaker","Olly Murs featuring Flo Rida","2013"
"4883","83","Body Party","Ciara","2013"
"4884","84","Adorn","Miguel","2013"
"4885","85","Hall of Fame","The Script featuring will.i.am","2013"
"4886","86","Let Me Love You (Until You Learn to Love Yourself)","Ne-Yo","2013"
"4887","87","U.O.E.N.O.","Rocko featuring Future and Rick Ross","2013"
"4888","88","Next to Me","Emeli Sandé","2013"
"4889","89","Mama's Broken Heart","Miranda Lambert","2013"
"4890","90","It Goes Like This","Thomas Rhett","2013"
"4891","91","Bugatti","Ace Hood featuring Future and Rick Ross","2013"
"4892","92","Wanted","Hunter Hayes","2013"
"4893","93","Downtown","Lady Antebellum","2013"
"4894","94","Get Your Shine On","Florida Georgia Line","2013"
"4895","95","#thatPower","will.i.am featuring Justin Bieber","2013"
"4896","96","Brave","Sara Bareilles","2013"
"4897","97","Let Her Go","Passenger","2013"
"4898","98","Runnin' Outta Moonlight","Randy Houser","2013"
"4899","99","I'm Different","2 Chainz","2013"
"4900","100","Still Into You","Paramore","2013"
"4901","1","Happy","Pharrell Williams","2014"
"4902","2","Dark Horse","Katy Perry featuring Juicy J","2014"
"4903","3","All of Me","John Legend","2014"
"4904","4","Fancy","Iggy Azalea featuring Charli XCX","2014"
"4905","5","Counting Stars","OneRepublic","2014"
"4906","6","Talk Dirty","Jason Derulo featuring 2 Chainz","2014"
"4907","7","Rude","Magic!","2014"
"4908","8","All About That Bass","Meghan Trainor","2014"
"4909","9","Problem","Ariana Grande featuring Iggy Azalea","2014"
"4910","10","Stay with Me","Sam Smith","2014"
"4911","11","Timber","Pitbull featuring Kesha","2014"
"4912","12","Pompeii","Bastille","2014"
"4913","13","Shake It Off","Taylor Swift","2014"
"4914","14","Am I Wrong","Nico & Vinz","2014"
"4915","15","Turn Down for What","DJ Snake and Lil Jon","2014"
"4916","16","The Monster","Eminem featuring Rihanna","2014"
"4917","17","Say Something","A Great Big World and Christina Aguilera","2014"
"4918","18","Team","Lorde","2014"
"4919","19","Let Her Go","Passenger","2014"
"4920","20","Royals","Lorde","2014"
"4921","21","Let It Go","Idina Menzel","2014"
"4922","22","Wake Me Up","Avicii","2014"
"4923","23","Demons","Imagine Dragons","2014"
"4924","24","Story of My Life","One Direction","2014"
"4925","25","Chandelier","Sia","2014"
"4926","26","Black Widow","Iggy Azalea featuring Rita Ora","2014"
"4927","27","Bang Bang","Jessie J, Ariana Grande and Nicki Minaj","2014"
"4928","28","Latch","Disclosure featuring Sam Smith","2014"
"4929","29","Maps","Maroon 5","2014"
"4930","30","Loyal","Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga","2014"
"4931","31","Best Day of My Life","American Authors","2014"
"4932","32","Habits (Stay High)","Tove Lo","2014"
"4934","34","Boom Clap","Charli XCX","2014"
"4935","35","Drunk in Love","Beyoncé featuring Jay-Z","2014"
"4936","36","Anaconda","Nicki Minaj","2014"
"4937","37","Break Free","Ariana Grande featuring Zedd","2014"
"4938","38","Bailando","Enrique Iglesias featuring Descemer Bueno and Gente de Zona","2014"
"4939","39","Burn","Ellie Goulding","2014"
"4940","40","Wiggle","Jason Derulo featuring Snoop Dogg","2014"
"4941","41","Rather Be","Clean Bandit featuring Jess Glynne","2014"
"4942","42","Don't Tell 'Em","Jeremih featuring YG","2014"
"4943","43","Show Me","Kid Ink featuring Chris Brown","2014"
"4944","44","Wrecking Ball","Miley Cyrus","2014"
"4945","45","Not a Bad Thing","Justin Timberlake","2014"
"4946","46","Roar","Katy Perry","2014"
"4947","47","Ain't It Fun","Paramore","2014"
"4948","48","The Man","Aloe Blacc","2014"
"4949","49","This Is How We Roll","Florida Georgia Line featuring Luke Bryan","2014"
"4950","50","Classic","MKTO","2014"
"4951","51","A Sky Full of Stars","Coldplay","2014"
"4952","52","Don't","Ed Sheeran","2014"
"4953","53","Na Na","Trey Songz","2014"
"4954","54","Hot Boy","Bobby Shmurda","2014"
"4955","55","Hold On, We're Going Home","Drake featuring Majid Jordan","2014"
"4956","56","Sing","Ed Sheeran","2014"
"4957","57","Radioactive","Imagine Dragons","2014"
"4958","58","My Hitta","YG featuring Jeezy and Rich Homie Quan","2014"
"4959","59","Cool Kids","Echosmith","2014"
"4960","60","Hey Brother","Avicii","2014"
"4961","61","Trumpets","Jason Derulo","2014"
"4962","62","Animals","Maroon 5","2014"
"4963","63","Burnin' It Down","Jason Aldean","2014"
"4964","64","Play It Again","Luke Bryan","2014"
"4965","65","2 On","Tinashe featuring ScHoolboy Q","2014"
"4966","66","Dirt","Florida Georgia Line","2014"
"4967","67","Love Runs Out","OneRepublic","2014"
"4968","68","Bottoms Up","Brantley Gilbert","2014"
"4969","69","Shower","Becky G","2014"
"4970","70","Me and My Broken Heart","Rixton","2014"
"4971","71","Animals","Martin Garrix","2014"
"4972","72","Lifestyle","Rich Gang featuring Young Thug and Rich Homie Quan","2014"
"4973","73","American Kids","Kenny Chesney","2014"
"4974","74","Brave","Sara Bareilles","2014"
"4975","75","Sweater Weather","The Neighbourhood","2014"
"4976","76","Leave the Night On","Sam Hunt","2014"
"4977","77","New Flame","Chris Brown featuring Usher and Rick Ross","2014"
"4978","78","Love Never Felt So Good","Michael Jackson and Justin Timberlake","2014"
"4979","79","Drunk on a Plane","Dierks Bentley","2014"
"4980","80","Birthday","Katy Perry","2014"
"4981","81","Bartender","Lady Antebellum","2014"
"4982","82","La La La","Naughty Boy featuring Sam Smith","2014"
"4983","83","Blurred Lines","Robin Thicke featuring T.I. and Pharrell Williams","2014"
"4984","84","Do What U Want","Lady Gaga featuring R. Kelly","2014"
"4985","85","Can't Remember to Forget You","Shakira featuring Rihanna","2014"
"4986","86","Amnesia","5 Seconds of Summer","2014"
"4987","87","No Mediocre","T.I. featuring Iggy Azalea","2014"
"4988","88","Come with Me Now","KONGOS","2014"
"4989","89","Believe Me","Lil Wayne featuring Drake","2014"
"4990","90","23","Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J","2014"
"4991","91","Beachin'","Jake Owen","2014"
"4992","92","White Walls","Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis","2014"
"4993","93","She Looks So Perfect","5 Seconds of Summer","2014"
"4994","94","Stay the Night","Zedd featuring Hayley Williams","2014"
"4995","95","Partition","Beyoncé","2014"
"4996","96","Studio","ScHoolboy Q featuring BJ the Chicago Kid","2014"
"4997","97","0 to 100 / The Catch Up","Drake","2014"
"4998","98","I Don't Dance","Lee Brice","2014"
"4999","99","Somethin' Bad","Miranda Lambert and Carrie Underwood","2014"
"5000","100","Adore You","Miley Cyrus","2014"
"5001","1","Uptown Funk","Mark Ronson featuring Bruno Mars","2015"
"5002","2","Thinking Out Loud","Ed Sheeran","2015"
"5003","3","See You Again","Wiz Khalifa featuring Charlie Puth","2015"
"5004","4","Trap Queen","Fetty Wap","2015"
"5005","5","Sugar","Maroon 5","2015"
"5006","6","Shut Up and Dance","Walk the Moon","2015"
"5007","7","Blank Space","Taylor Swift","2015"
"5008","8","Watch Me","Silentó","2015"
"5009","9","Earned It","The Weeknd","2015"
"5010","10","The Hills","The Weeknd","2015"
"5011","11","Cheerleader","OMI","2015"
"5012","12","Can't Feel My Face","The Weeknd","2015"
"5013","13","Love Me Like You Do","Ellie Goulding","2015"
"5014","14","Take Me to Church","Hozier","2015"
"5015","15","Bad Blood","Taylor Swift featuring Kendrick Lamar","2015"
"5016","16","Lean On","Major Lazer and DJ Snake featuring MØ","2015"
"5017","17","Want to Want Me","Jason Derulo","2015"
"5018","18","Shake It Off","Taylor Swift","2015"
"5019","19","Where Are Ü Now","Skrillex and Diplo featuring Justin Bieber","2015"
"5020","20","Fight Song","Rachel Platten","2015"
"5021","21","679","Fetty Wap featuring Remy Boyz","2015"
"5022","22","Lips Are Movin","Meghan Trainor","2015"
"5023","23","Worth It","Fifth Harmony featuring Kid Ink","2015"
"5024","24","Post to Be","Omarion featuring Chris Brown and Jhené Aiko","2015"
"5025","25","Honey, I'm Good.","Andy Grammer","2015"
"5026","26","I'm Not the Only One","Sam Smith","2015"
"5027","27","Good for You","Selena Gomez featuring ASAP Rocky","2015"
"5028","28","All About That Bass","Meghan Trainor","2015"
"5029","29","Style","Taylor Swift","2015"
"5030","30","Hotline Bling","Drake","2015"
"5031","31","Hey Mama","David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack","2015"
